isic_id,cluster_label
ISIC_0011099,1
ISIC_0011118,1
ISIC_0011122,1
ISIC_0011128,1
ISIC_0011130,1
ISIC_0011132,1
ISIC_0011135,1
ISIC_0011136,1
ISIC_0011137,1
ISIC_0011138,1
ISIC_0011139,1
ISIC_0011140,1
ISIC_0011151,1
ISIC_0011158,1
ISIC_0011161,1
ISIC_0011163,1
ISIC_0011166,1
ISIC_0011169,1
ISIC_0011176,1
ISIC_0011178,1
ISIC_0011181,1
ISIC_0011187,1
ISIC_0011193,1
ISIC_0011196,1
ISIC_0011209,1
ISIC_0011238,1
ISIC_0011239,1
ISIC_0011247,1
ISIC_0011256,1
ISIC_0011264,1
ISIC_0011267,1
ISIC_0011268,1
ISIC_0011269,1
ISIC_0011273,1
ISIC_0011305,1
ISIC_0011315,1
ISIC_0011337,1
ISIC_0011348,1
ISIC_0011350,1
ISIC_0011356,1
ISIC_0011366,1
ISIC_0011370,1
ISIC_0011374,1
ISIC_0011375,1
ISIC_0011381,1
ISIC_0011387,1
ISIC_0011388,1
ISIC_0011390,1
ISIC_0011391,0
ISIC_0011399,1
ISIC_0011404,1
ISIC_0011405,1
ISIC_0011428,1
ISIC_0011429,1
ISIC_0011430,1
ISIC_0011434,1
ISIC_0011435,1
ISIC_0011437,1
ISIC_0011438,1
ISIC_0011439,1
ISIC_0011458,1
ISIC_0011460,1
ISIC_0011463,1
ISIC_0011471,1
ISIC_0011474,1
ISIC_0011480,1
ISIC_0011481,1
ISIC_0011482,1
ISIC_0011483,1
ISIC_0011484,1
ISIC_0011485,1
ISIC_0011486,1
ISIC_0011487,1
ISIC_0011488,1
ISIC_0011489,1
ISIC_0011490,1
ISIC_0011491,1
ISIC_0011492,1
ISIC_0011493,1
ISIC_0011494,1
ISIC_0011501,1
ISIC_0011503,1
ISIC_0011504,1
ISIC_0011505,1
ISIC_0011506,1
ISIC_0011507,1
ISIC_0011508,1
ISIC_0011511,1
ISIC_0011514,1
ISIC_0011515,1
ISIC_0011516,1
ISIC_0011517,1
ISIC_0011518,1
ISIC_0011519,1
ISIC_0011520,1
ISIC_0011526,1
ISIC_0011527,-1
ISIC_0011528,-1
ISIC_0011529,-1
ISIC_0011530,-1
ISIC_0011531,-1
ISIC_0011534,1
ISIC_0011537,1
ISIC_0011560,1
ISIC_0011566,1
ISIC_0011579,1
ISIC_0011589,1
ISIC_0011590,1
ISIC_0011591,1
ISIC_0011594,1
ISIC_0011610,0
ISIC_0011613,1
ISIC_0011614,1
ISIC_0011615,1
ISIC_0011616,1
ISIC_0011618,0
ISIC_0011628,1
ISIC_0011649,1
ISIC_0011659,1
ISIC_0011684,1
ISIC_0011691,1
ISIC_0011692,1
ISIC_0011693,1
ISIC_0011694,1
ISIC_0011695,1
ISIC_0011696,1
ISIC_0011697,1
ISIC_0011698,1
ISIC_0011699,1
ISIC_0011700,1
ISIC_0011701,1
ISIC_0011702,1
ISIC_0011703,1
ISIC_0011704,1
ISIC_0011709,1
ISIC_0011710,1
ISIC_0011728,1
ISIC_0011729,1
ISIC_0011736,1
ISIC_0011743,1
ISIC_0011744,1
ISIC_0011758,-1
ISIC_0011759,-1
ISIC_0011764,1
ISIC_0011770,1
ISIC_0011771,1
ISIC_0011772,1
ISIC_0011773,1
ISIC_0011774,1
ISIC_0011778,1
ISIC_0011780,1
ISIC_0011782,1
ISIC_0011794,1
ISIC_0011797,1
ISIC_0011798,1
ISIC_0011799,1
ISIC_0011801,1
ISIC_0011802,1
ISIC_0011807,-1
ISIC_0011808,-1
ISIC_0011811,1
ISIC_0011812,1
ISIC_0011845,-1
ISIC_0011846,-1
ISIC_0011857,1
ISIC_0011858,1
ISIC_0011870,1
ISIC_0011872,1
ISIC_0011873,1
ISIC_0011874,1
ISIC_0011875,1
ISIC_0011876,1
ISIC_0011877,1
ISIC_0011878,1
ISIC_0011879,1
ISIC_0011892,1
ISIC_0011895,1
ISIC_0011898,1
ISIC_0011904,1
ISIC_0011921,1
ISIC_0011922,1
ISIC_0011923,1
ISIC_0011930,1
ISIC_0011931,1
ISIC_0011933,1
ISIC_0011943,1
ISIC_0011944,1
ISIC_0011947,1
ISIC_0011948,1
ISIC_0011949,1
ISIC_0011950,1
ISIC_0011951,1
ISIC_0011957,1
ISIC_0011958,1
ISIC_0011975,1
ISIC_0011987,1
ISIC_0011996,1
ISIC_0011998,1
ISIC_0012000,1
ISIC_0012044,1
ISIC_0012047,1
ISIC_0012048,1
ISIC_0012049,1
ISIC_0012060,1
ISIC_0012063,1
ISIC_0012066,1
ISIC_0012069,1
ISIC_0012081,1
ISIC_0012082,1
ISIC_0012083,1
ISIC_0012099,1
ISIC_0012112,1
ISIC_0012137,1
ISIC_0012151,1
ISIC_0012208,1
ISIC_0012258,1
ISIC_0012270,1
ISIC_0012288,1
ISIC_0012290,1
ISIC_0012298,1
ISIC_0012321,1
ISIC_0012348,1
ISIC_0012356,1
ISIC_0012369,1
ISIC_0012382,1
ISIC_0012391,1
ISIC_0012418,1
ISIC_0012425,1
ISIC_0012434,1
ISIC_0012435,-1
ISIC_0012450,1
ISIC_0012471,1
ISIC_0012472,0
ISIC_0012512,1
ISIC_0012571,1
ISIC_0012574,1
ISIC_0012577,1
ISIC_0012580,1
ISIC_0012592,1
ISIC_0012595,1
ISIC_0012610,1
ISIC_0012633,1
ISIC_0012678,1
ISIC_0012701,1
ISIC_0012756,1
ISIC_0012758,1
ISIC_0012843,1
ISIC_0012887,1
ISIC_0012930,1
ISIC_0012988,1
ISIC_0012989,1
ISIC_0012990,1
ISIC_0013072,1
ISIC_0013073,1
ISIC_0013079,1
ISIC_0013141,1
ISIC_0013184,1
ISIC_0013198,1
ISIC_0013232,1
ISIC_0013242,1
ISIC_0013258,1
ISIC_0013277,1
ISIC_0013321,0
ISIC_0013334,0
ISIC_0013359,1
ISIC_0013365,1
ISIC_0013374,1
ISIC_0013411,1
ISIC_0013427,1
ISIC_0013429,1
ISIC_0013444,1
ISIC_0013455,1
ISIC_0013457,1
ISIC_0013459,1
ISIC_0013460,1
ISIC_0013472,1
ISIC_0013473,1
ISIC_0013490,1
ISIC_0013491,1
ISIC_0013497,1
ISIC_0013499,1
ISIC_0013500,1
ISIC_0013501,1
ISIC_0013518,1
ISIC_0013525,1
ISIC_0013530,1
ISIC_0013548,1
ISIC_0013549,1
ISIC_0013565,1
ISIC_0013567,1
ISIC_0013572,1
ISIC_0013577,1
ISIC_0013578,1
ISIC_0013579,1
ISIC_0013581,1
ISIC_0013588,-1
ISIC_0013594,1
ISIC_0013606,1
ISIC_0013610,1
ISIC_0013615,1
ISIC_0013617,1
ISIC_0013618,1
ISIC_0013626,1
ISIC_0013634,1
ISIC_0013636,1
ISIC_0013639,1
ISIC_0013646,1
ISIC_0013651,1
ISIC_0013652,1
ISIC_0013663,1
ISIC_0013671,1
ISIC_0013672,1
ISIC_0013696,1
ISIC_0013702,1
ISIC_0013733,1
ISIC_0013736,1
ISIC_0013739,1
ISIC_0013740,1
ISIC_0013744,1
ISIC_0013762,1
ISIC_0013766,1
ISIC_0013767,1
ISIC_0013768,1
ISIC_0013769,1
ISIC_0013775,1
ISIC_0013777,1
ISIC_0013783,1
ISIC_0013813,1
ISIC_0013814,1
ISIC_0013815,1
ISIC_0013831,1
ISIC_0013832,1
ISIC_0013833,1
ISIC_0013839,1
ISIC_0013842,1
ISIC_0013844,1
ISIC_0013845,1
ISIC_0013861,1
ISIC_0013865,1
ISIC_0013867,1
ISIC_0013874,1
ISIC_0013908,1
ISIC_0013917,1
ISIC_0013936,1
ISIC_0013948,1
ISIC_0013953,1
ISIC_0013969,1
ISIC_0013972,1
ISIC_0013975,1
ISIC_0013984,1
ISIC_0013987,1
ISIC_0013988,1
ISIC_0013992,1
ISIC_0013995,-1
ISIC_0013997,1
ISIC_0014013,1
ISIC_0014037,-1
ISIC_0014044,1
ISIC_0014049,1
ISIC_0014059,1
ISIC_0014061,1
ISIC_0014062,1
ISIC_0014072,1
ISIC_0014076,1
ISIC_0014077,1
ISIC_0014079,1
ISIC_0014082,1
ISIC_0014086,1
ISIC_0014088,1
ISIC_0014091,0
ISIC_0014092,1
ISIC_0014099,0
ISIC_0014103,1
ISIC_0014108,1
ISIC_0014110,1
ISIC_0014127,1
ISIC_0014129,1
ISIC_0014132,1
ISIC_0014133,1
ISIC_0014144,1
ISIC_0014148,1
ISIC_0014151,1
ISIC_0014156,1
ISIC_0014157,1
ISIC_0014160,1
ISIC_0014163,1
ISIC_0014165,1
ISIC_0014171,1
ISIC_0014173,0
ISIC_0014181,1
ISIC_0014183,1
ISIC_0014186,1
ISIC_0014187,1
ISIC_0014189,1
ISIC_0014190,1
ISIC_0014217,1
ISIC_0014219,1
ISIC_0014222,1
ISIC_0014229,1
ISIC_0014233,1
ISIC_0014238,1
ISIC_0014249,1
ISIC_0014270,1
ISIC_0014284,1
ISIC_0014288,1
ISIC_0014289,1
ISIC_0014290,1
ISIC_0014291,1
ISIC_0014302,1
ISIC_0014308,1
ISIC_0014316,1
ISIC_0014319,1
ISIC_0014324,1
ISIC_0014325,1
ISIC_0014327,1
ISIC_0014331,1
ISIC_0014336,1
ISIC_0014337,1
ISIC_0014347,1
ISIC_0014349,1
ISIC_0014357,1
ISIC_0014360,1
ISIC_0014361,1
ISIC_0014366,1
ISIC_0014369,1
ISIC_0014372,1
ISIC_0014377,1
ISIC_0014385,1
ISIC_0014395,1
ISIC_0014400,1
ISIC_0014422,1
ISIC_0014423,1
ISIC_0014428,1
ISIC_0014434,-1
ISIC_0014454,1
ISIC_0014476,1
ISIC_0014478,1
ISIC_0014480,1
ISIC_0014486,1
ISIC_0014489,1
ISIC_0014501,1
ISIC_0014506,1
ISIC_0014507,1
ISIC_0014513,1
ISIC_0014525,1
ISIC_0014527,1
ISIC_0014541,1
ISIC_0014543,1
ISIC_0014545,1
ISIC_0014546,1
ISIC_0014548,1
ISIC_0014557,1
ISIC_0014558,1
ISIC_0014559,1
ISIC_0014663,1
ISIC_0014666,1
ISIC_0014671,-1
ISIC_0014681,1
ISIC_0014688,1
ISIC_0014689,1
ISIC_0014690,1
ISIC_0014703,1
ISIC_0014722,1
ISIC_0014727,1
ISIC_0014766,1
ISIC_0014772,1
ISIC_0014784,1
ISIC_0014788,1
ISIC_0014790,1
ISIC_0014795,1
ISIC_0014800,1
ISIC_0014809,1
ISIC_0014813,1
ISIC_0014826,1
ISIC_0014832,1
ISIC_0014852,1
ISIC_0014857,1
ISIC_0014858,1
ISIC_0014862,1
ISIC_0014864,-1
ISIC_0014871,1
ISIC_0014872,1
ISIC_0014873,1
ISIC_0014874,1
ISIC_0014877,1
ISIC_0014880,1
ISIC_0014883,1
ISIC_0014891,1
ISIC_0014892,1
ISIC_0014893,1
ISIC_0014897,1
ISIC_0014900,1
ISIC_0014912,1
ISIC_0014918,1
ISIC_0014919,1
ISIC_0014920,1
ISIC_0014924,1
ISIC_0014928,1
ISIC_0014931,1
ISIC_0014935,1
ISIC_0014951,1
ISIC_0014953,1
ISIC_0014963,1
ISIC_0014970,1
ISIC_0014975,1
ISIC_0014979,1
ISIC_0014980,1
ISIC_0014982,1
ISIC_0014983,1
ISIC_0014985,1
ISIC_0014987,1
ISIC_0014999,1
ISIC_0015004,1
ISIC_0015005,1
ISIC_0015041,1
ISIC_0015045,1
ISIC_0015050,1
ISIC_0015065,1
ISIC_0015067,1
ISIC_0015073,1
ISIC_0015079,-1
ISIC_0015082,1
ISIC_0015083,1
ISIC_0015088,1
ISIC_0015096,1
ISIC_0015106,-1
ISIC_0015109,1
ISIC_0015114,1
ISIC_0015115,1
ISIC_0015116,1
ISIC_0015119,1
ISIC_0015120,1
ISIC_0015122,1
ISIC_0015124,1
ISIC_0015127,1
ISIC_0015128,1
ISIC_0015132,1
ISIC_0015133,1
ISIC_0015136,1
ISIC_0015141,1
ISIC_0015142,1
ISIC_0015143,-1
ISIC_0015145,1
ISIC_0015156,1
ISIC_0015163,1
ISIC_0015166,1
ISIC_0015167,0
ISIC_0015169,1
ISIC_0015178,1
ISIC_0015180,1
ISIC_0015185,0
ISIC_0015189,1
ISIC_0015190,1
ISIC_0015191,1
ISIC_0015192,-1
ISIC_0015193,1
ISIC_0015194,1
ISIC_0015196,-1
ISIC_0015197,-1
ISIC_0015204,1
ISIC_0015205,1
ISIC_0015206,1
ISIC_0015213,1
ISIC_0015219,1
ISIC_0015228,0
ISIC_0015229,1
ISIC_0015230,1
ISIC_0015236,1
ISIC_0015243,1
ISIC_0015246,1
ISIC_0015248,1
ISIC_0015251,1
ISIC_0015256,1
ISIC_0015266,1
ISIC_0015277,1
ISIC_0015284,0
ISIC_0015288,1
ISIC_0015289,1
ISIC_0015314,1
ISIC_0015316,1
ISIC_0015317,-1
ISIC_0015318,1
ISIC_0015332,0
ISIC_0015336,1
ISIC_0015343,1
ISIC_0015356,1
ISIC_0015377,1
ISIC_0015433,1
ISIC_0015434,1
ISIC_0015441,1
ISIC_0015442,-1
ISIC_0015457,0
ISIC_0015458,0
ISIC_0015477,1
ISIC_0015503,1
ISIC_0015508,1
ISIC_0015514,1
ISIC_0015517,1
ISIC_0015519,1
ISIC_0015522,1
ISIC_0015523,1
ISIC_0015533,1
ISIC_0015565,1
ISIC_0015575,-1
ISIC_0015595,0
ISIC_0015608,1
ISIC_0015619,0
ISIC_0016080,1
ISIC_0016081,1
ISIC_0016082,1
ISIC_0016084,1
ISIC_0016085,1
ISIC_0016092,1
ISIC_0016094,1
ISIC_0016112,1
ISIC_0016114,1
ISIC_0016123,1
ISIC_0016127,-1
ISIC_0016128,1
ISIC_0016131,1
ISIC_0016133,1
ISIC_0016137,1
ISIC_0016139,1
ISIC_0016145,0
ISIC_0016153,1
ISIC_0016161,1
ISIC_0016162,0
ISIC_0016438,1
ISIC_0016911,1
ISIC_0017350,1
ISIC_0017399,1
ISIC_0017411,1
ISIC_0017414,1
ISIC_0017415,1
ISIC_0017422,1
ISIC_0017428,1
ISIC_0017431,1
ISIC_0017434,1
ISIC_0017436,1
ISIC_0017443,1
ISIC_0017448,1
ISIC_0017451,1
ISIC_0017453,1
ISIC_0017455,1
ISIC_0017460,1
ISIC_0017485,1
ISIC_0017486,1
ISIC_0017856,1
ISIC_0018039,1
ISIC_0018040,1
ISIC_0019315,1
ISIC_0019334,1
ISIC_0019335,1
ISIC_0019432,1
ISIC_0020491,1
ISIC_0020963,1
ISIC_0020975,1
ISIC_0020977,1
ISIC_0020978,1
ISIC_0020985,1
ISIC_0020986,1
ISIC_0020987,1
ISIC_0020988,1
ISIC_0020998,1
ISIC_0021009,1
ISIC_0021020,1
ISIC_0021094,1
ISIC_0021095,1
ISIC_0021125,1
ISIC_0021136,1
ISIC_0021147,1
ISIC_0021155,1
ISIC_0021162,1
ISIC_0021166,1
ISIC_0021167,1
ISIC_0021168,1
ISIC_0021172,1
ISIC_0021187,1
ISIC_0021188,1
ISIC_0021189,1
ISIC_0021194,1
ISIC_0021205,1
ISIC_0021271,1
ISIC_0021282,1
ISIC_0021293,1
ISIC_0021295,1
ISIC_0021296,1
ISIC_0021297,1
ISIC_0021328,1
ISIC_0021329,1
ISIC_0021330,1
ISIC_0021339,1
ISIC_0021340,1
ISIC_0021341,1
ISIC_0021382,0
ISIC_0021383,0
ISIC_0021384,0
ISIC_0021390,1
ISIC_0021391,1
ISIC_0021399,1
ISIC_0021400,1
ISIC_0021401,1
ISIC_0021405,1
ISIC_0021407,-1
ISIC_0021408,1
ISIC_0021426,1
ISIC_0021427,1
ISIC_0021428,1
ISIC_0021432,1
ISIC_0021434,1
ISIC_0021435,1
ISIC_0021439,1
ISIC_0021440,1
ISIC_0021441,1
ISIC_0021442,1
ISIC_0021443,1
ISIC_0021446,1
ISIC_0021473,1
ISIC_0021474,1
ISIC_0021475,1
ISIC_0021480,1
ISIC_0021481,1
ISIC_0021482,1
ISIC_0021491,1
ISIC_0021492,1
ISIC_0021493,1
ISIC_0021497,1
ISIC_0021498,1
ISIC_0021500,1
ISIC_0021530,1
ISIC_0021531,1
ISIC_0021533,1
ISIC_0021534,1
ISIC_0021535,1
ISIC_0021536,1
ISIC_0021542,1
ISIC_0021543,1
ISIC_0021544,1
ISIC_0021611,1
ISIC_0021622,1
ISIC_0021627,1
ISIC_0021646,1
ISIC_0021647,1
ISIC_0021648,1
ISIC_0021687,1
ISIC_0021688,1
ISIC_0021689,1
ISIC_0021706,1
ISIC_0021708,1
ISIC_0021709,1
ISIC_0021710,1
ISIC_0021711,1
ISIC_0021713,1
ISIC_0021728,1
ISIC_0021729,1
ISIC_0021730,1
ISIC_0021745,1
ISIC_0021746,1
ISIC_0021747,1
ISIC_0021768,1
ISIC_0021770,1
ISIC_0021771,1
ISIC_0021772,1
ISIC_0021780,1
ISIC_0021781,1
ISIC_0021782,1
ISIC_0021783,1
ISIC_0021784,1
ISIC_0021785,1
ISIC_0021786,1
ISIC_0021787,1
ISIC_0021789,1
ISIC_0021800,1
ISIC_0021801,1
ISIC_0021802,1
ISIC_0021803,1
ISIC_0021804,1
ISIC_0021805,1
ISIC_0021816,-1
ISIC_0021818,1
ISIC_0021819,1
ISIC_0021850,1
ISIC_0021851,1
ISIC_0021896,1
ISIC_0021897,1
ISIC_0021898,1
ISIC_0021899,-1
ISIC_0021900,1
ISIC_0021901,-1
ISIC_0021908,1
ISIC_0021917,1
ISIC_0021921,1
ISIC_0021925,1
ISIC_0021926,1
ISIC_0021927,1
ISIC_0021967,-1
ISIC_0021969,1
ISIC_0021970,1
ISIC_0021971,1
ISIC_0021972,-1
ISIC_0021973,-1
ISIC_0021974,-1
ISIC_0021975,1
ISIC_0021976,-1
ISIC_0021977,1
ISIC_0021978,-1
ISIC_0021979,1
ISIC_0021980,1
ISIC_0021981,-1
ISIC_0021985,1
ISIC_0021996,1
ISIC_0021997,1
ISIC_0022000,1
ISIC_0022003,1
ISIC_0022009,1
ISIC_0022010,1
ISIC_0022011,0
ISIC_0022012,0
ISIC_0022013,1
ISIC_0022022,1
ISIC_0022048,1
ISIC_0022059,1
ISIC_0022066,1
ISIC_0022067,1
ISIC_0022068,1
ISIC_0022069,1
ISIC_0022070,1
ISIC_0022071,1
ISIC_0022073,1
ISIC_0022075,1
ISIC_0022076,1
ISIC_0022077,1
ISIC_0022078,1
ISIC_0022079,1
ISIC_0022080,1
ISIC_0022081,1
ISIC_0022082,-1
ISIC_0022083,1
ISIC_0022102,1
ISIC_0022113,1
ISIC_0022123,1
ISIC_0022124,1
ISIC_0022125,1
ISIC_0022154,1
ISIC_0022155,1
ISIC_0022156,1
ISIC_0022157,1
ISIC_0022180,1
ISIC_0022195,1
ISIC_0022196,1
ISIC_0022197,1
ISIC_0022198,1
ISIC_0022199,1
ISIC_0022245,1
ISIC_0022246,1
ISIC_0022254,1
ISIC_0022255,1
ISIC_0022256,1
ISIC_0022286,1
ISIC_0022304,1
ISIC_0022305,1
ISIC_0022306,1
ISIC_0022307,1
ISIC_0022308,1
ISIC_0022311,1
ISIC_0022312,1
ISIC_0022313,1
ISIC_0022314,1
ISIC_0022315,1
ISIC_0022316,1
ISIC_0022317,1
ISIC_0022318,1
ISIC_0022319,1
ISIC_0022321,1
ISIC_0022322,1
ISIC_0022327,1
ISIC_0022328,1
ISIC_0022329,1
ISIC_0022330,1
ISIC_0022332,1
ISIC_0022338,1
ISIC_0022339,1
ISIC_0022340,1
ISIC_0022378,1
ISIC_0022379,1
ISIC_0022380,1
ISIC_0022381,1
ISIC_0022382,1
ISIC_0022383,1
ISIC_0022384,1
ISIC_0022385,1
ISIC_0022397,1
ISIC_0022398,1
ISIC_0022399,1
ISIC_0022437,1
ISIC_0022439,1
ISIC_0022440,1
ISIC_0022442,1
ISIC_0022463,1
ISIC_0022474,1
ISIC_0022570,1
ISIC_0022571,1
ISIC_0022572,1
ISIC_0022573,1
ISIC_0022574,1
ISIC_0022597,1
ISIC_0022601,1
ISIC_0022602,1
ISIC_0022603,1
ISIC_0022604,1
ISIC_0022615,1
ISIC_0022616,1
ISIC_0022617,1
ISIC_0022624,1
ISIC_0022660,1
ISIC_0022679,1
ISIC_0022682,1
ISIC_0022683,1
ISIC_0022684,1
ISIC_0022685,1
ISIC_0022686,1
ISIC_0022783,1
